sicha_id,chelek_number,parasha,sicha_number,title,search_page_url,library_page_url,kehos_original_found,kehos_lahak_found,result,error
236,17,תזריע-פ׳ החודש,,חלק יז • תזריע-פ׳ החודש,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%96-%d7%aa%d7%96%d7%a8%d7%99%d7%a2-%d7%a4%d7%b3-%d7%94%d7%97%d7%95%d7%93%d7%a9-chelek-17-tazria-hachodesh/,,,,not_listed_or_unmatched,
239,17,אחרי,3,חלק יז • אחרי • שיחה ג,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%96-%d7%90%d7%97%d7%a8%d7%99-%d7%a9%d7%99%d7%97%d7%94-%d7%92-chelek-17-acharei-sicha-3/,https://projectlikkuteisichos.org/17acharei3/,https://drive.google.com/file/d/1aQrOkB1M_NOctOtBrr7DslAmJw5C8DP2/view?usp=sharing,https://firebasestorage.googleapis.com/v0/b/project-pls-e0f4f.appspot.com/o/508lawvhxBHAwnBeOs5K%2Fpdf%2F88dd7550-c516-11ec-9320-d1fe1b039750?alt=media&token=712d2d90-d4a5-4909-be5c-9f4d4961ad67,original_found,
242,17,קדושים,3,חלק יז • קדושים • שיחה ג,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%96-%d7%a7%d7%93%d7%95%d7%a9%d7%99%d7%9d-%d7%a9%d7%99%d7%97%d7%94-%d7%92-chelek-17-kedoshim-sicha-3/,https://projectlikkuteisichos.org/17kedoshim3/,https://drive.google.com/file/d/1J3puRET_JJqvVQwT9TjdW_llwIztYx8m/view?usp=sharing,https://firebasestorage.googleapis.com/v0/b/project-pls-e0f4f.appspot.com/o/OYtCuQmdnxPR9khmI0UM%2Fpdf%2F42420d00-c7d1-11ec-812e-f5f1bb856122?alt=media&token=3b519a0a-ca38-4963-ab58-bd15a0be5a57,original_found,
248,17,אמור,4,חלק יז • אמור • שיחה ד,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%96-%d7%90%d7%9e%d7%95%d7%a8-%d7%a9%d7%99%d7%97%d7%94-%d7%93-chelek-17-emor-sicha-4/,https://projectlikkuteisichos.org/17emor4/,https://firebasestorage.googleapis.com/v0/b/project-pls-e0f4f.appspot.com/o/fMlvMB7j6oADQwPfrJHw%2Fpdf%2F9525b490-ceed-11ec-90fe-7fad9bbddb85?alt=media&token=5601b112-14c8-4a9b-b9e5-2c5bbbfb8600,https://drive.google.com/file/d/1ZTnyw8QBU0bjr4He2w5KyNeAwplPgVjh/view?usp=sharing,original_found,
274,18,נשא,3,חלק יח • נשא • שיחה ג,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%97-%d7%a0%d7%a9%d7%90-%d7%a9%d7%99%d7%97%d7%94-%d7%92-chelek-18-naso-sicha-3/,https://projectlikkuteisichos.org/18nasso3,,,request_error,HTTPError: HTTP Error 404: Not Found
282,18,קרח,3,חלק יח • קרח • שיחה ג,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%97-%d7%a7%d7%a8%d7%97-%d7%a9%d7%99%d7%97%d7%94-%d7%92-chelek-18-korach-sicha-3/,https://projectlikkuteisichos.org/18korach3/,,,no_original_on_library_page,
292,19,בראשית,3,חלק יט • בראשית • שיחה ג,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%98-%d7%91%d7%a8%d7%90%d7%a9%d7%99%d7%aa-%d7%a9%d7%99%d7%97%d7%94-%d7%92-chelek-19-breishis-sicha-3/,,,,not_listed_or_unmatched,
293,19,בראשית,4,חלק יט • בראשית • שיחה ד,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%98-%d7%91%d7%a8%d7%90%d7%a9%d7%99%d7%aa-%d7%a9%d7%99%d7%97%d7%94-%d7%93-chelek-19-breishis-sicha-4/,,,,not_listed_or_unmatched,
306,19,וילך,1,חלק יט • וילך • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%98-vayelech-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-19-vayelech-sicha-1/,https://projectlikkuteisichos.org/19vayelech1/,https://firebasestorage.googleapis.com/v0/b/project-pls-e0f4f.appspot.com/o/ODzxQZh3Fjc55yGQTAqS%2Fpdf%2F3dc995a0-0cc3-11ec-9ddd-f9e99aa8f053?alt=media&token=e10b8d7b-deb1-419e-9eda-b1179d3e3324,https://firebasestorage.googleapis.com/v0/b/project-pls-e0f4f.appspot.com/o/ODzxQZh3Fjc55yGQTAqS%2Fpdf%2F5bd2a410-0cc3-11ec-902f-17869d09e0c4?alt=media&token=40ec7702-dc0f-4078-8f94-3cd66ad45b8f,original_found,
309,19,וילך,2,חלק יט • וילך • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%98-vayelech-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-19-vayelech-sicha-2/,https://projectlikkuteisichos.org/19vayelech2/,https://firebasestorage.googleapis.com/v0/b/project-pls-e0f4f.appspot.com/o/87QgfizIUoqAc1aqeTZT%2Fpdf%2F22a0a740-0cc4-11ec-b492-51ff319fba11?alt=media&token=c10518fe-701c-4ff9-b45d-3484fbf4b90e,https://firebasestorage.googleapis.com/v0/b/project-pls-e0f4f.appspot.com/o/87QgfizIUoqAc1aqeTZT%2Fpdf%2F32095b00-0cc4-11ec-ab07-45f5b47a5653?alt=media&token=1a6b7f65-c05b-4dcb-8cc2-83346cfb5e92,original_found,
314,19,חג סוכות,2,חלק יט • חג סוכות • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%98-sukkos-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-19-sukkos-sicha-2/,,,,not_listed_or_unmatched,
324,19,ראה,1,חלק יט • ראה • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%98-reeh-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-19-reeh-sicha-1/,https://projectlikkuteisichos.org/19reeh1/,https://drive.google.com/file/d/1el_KcdUDgICZWRq7g2JG2qYtuxgKavqU/view?usp=sharing,https://firebasestorage.googleapis.com/v0/b/project-pls-e0f4f.appspot.com/o/obuDFkLfknrDbhXt10zJ%2Fpdf%2F37cbece0-f16e-11eb-b156-13d605d2be32?alt=media&token=dcf3b1d3-c706-4f90-8ece-b41b0fecebd9,original_found,
326,19,ראה,2,חלק יט • ראה • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%98-reeh-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-19-reeh-sicha-2/,https://projectlikkuteisichos.org/19reeh2/,https://drive.google.com/file/d/1KHdxyeWeTUjmq3KlX8OjTe4KpQDRDXJh/view?usp=sharing,https://firebasestorage.googleapis.com/v0/b/project-pls-e0f4f.appspot.com/o/fT2qayUrgYr4g3TBtUxY%2Fpdf%2Fa82d4dd0-f16e-11eb-9714-6f20772c899d?alt=media&token=1db8cd55-f1f7-4059-8be8-72958ebaaee6,original_found,
334,19,שופטים,1,חלק יט • שופטים • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%98-shoftim-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-19-shoftim-sicha-1/,https://projectlikkuteisichos.org/19shoftim1/,https://drive.google.com/file/d/1ZWnAJEVgJ5bXfQ3swkOfrw9OLTpSsrux/view?usp=sharing,https://firebasestorage.googleapis.com/v0/b/project-pls-e0f4f.appspot.com/o/ZXrdjyIlu1RrwdpDCetq%2Fpdf%2F4a991a60-f6ea-11eb-9336-7d0cee0d20d8?alt=media&token=b7e39862-cc0f-4d1e-87a4-23e65c8c66e9,original_found,
336,19,שופטים,2,חלק יט • שופטים • שיחה ב,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%99%d7%98-shoftim-%d7%a9%d7%99%d7%97%d7%94-%d7%91-chelek-19-shoftim-sicha-2/,https://projectlikkuteisichos.org/19shoftim2/,https://drive.google.com/file/d/1SavJ0IWP89fUN_pz0eNsManRKGnQSfVR/view?usp=sharing,https://firebasestorage.googleapis.com/v0/b/project-pls-e0f4f.appspot.com/o/R8F1rxmHjzRb0bkKmc0N%2Fpdf%2F1d7d23e0-f6eb-11eb-82ff-63145d6b78fb?alt=media&token=1da8539b-f3f9-4ea1-965a-e09fcab504d9,original_found,
388,21,בא,1,חלק כא • בא • שיחה א,https://projectlikkuteisichos.org/21bo1/,,,,not_listed_or_unmatched,
392,21,בשלח,3,חלק כא • בשלח • שיחה ג,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%9b%d7%90-%d7%91%d7%9c%d7%a7-%d7%a9%d7%99%d7%97%d7%94-%d7%92-chelek-21-beshalach-sicha-3/,,,,not_listed_or_unmatched,
395,21,יתרו,3,חלק כא • יתרו • שיחה ג,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%9b%d7%90-%d7%99%d7%aa%d7%a8%d7%95-%d7%a9%d7%99%d7%97%d7%94-%d7%92-chelek-21-yisro-sicha-3/,,,,not_listed_or_unmatched,
398,21,משפטים,3,חלק כא • משפטים • שיחה ג,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%9b%d7%90-%d7%9e%d7%a9%d7%a4%d7%98%d7%99%d7%9d-%d7%a9%d7%99%d7%97%d7%94-%d7%92-chelek-21-mishpatim-sicha-3/,,,,not_listed_or_unmatched,
405,21,פורים-Tetzave,,חלק כא • פורים-Tetzave,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%9b%d7%90-%d7%a4%d7%95%d7%a8%d7%99%d7%9d-tetzave-chelek-21-purim-tetzave/,,,,not_listed_or_unmatched,
406,21,תשא,1,חלק כא • תשא • שיחה א,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%9b%d7%90-%d7%aa%d7%a9%d7%90-%d7%a9%d7%99%d7%97%d7%94-%d7%90-chelek-21-tisa-sicha-1/,,,,not_listed_or_unmatched,
412,21,ויקהל-פקודי,,חלק כא • ויקהל-פקודי,https://projectlikkuteisichos.org/%d7%97%d7%9c%d7%a7-%d7%9b%d7%90-%d7%95%d7%99%d7%a7%d7%94%d7%9c-%d7%a4%d7%a7%d7%95%d7%93%d7%99-chelek-21-vayakhel-pekudei/,,,,not_listed_or_unmatched,
595,29,"ח""י אלול",,"חלק כט • ח""י אלול",https://projectlikkuteisichos.org/chelek-29-chai-elul/,,,,not_listed_or_unmatched,
